CreditScore,Age,Tenure,Balance,NumOfProducts,IsActiveMember,EstimatedSalary,Exited,Satisfaction Score,Point Earned
0.581,0.5,0.4,0.0,0.5,1.0,0.4035086,0,0.6,0.232
0.737,0.38,0.6,0.58513116,0.5,0.0,0.992581,0,1.0,0.703
0.445,0.38,0.6,0.47765448,0.5,0.0,0.8787818,0,0.4,0.263
0.703,0.29,0.3,0.48833852,0.25,1.0,0.4141204,0,0.4,0.712
0.588,0.35,0.1,0.41224252,0.25,0.0,0.89933005,1,1.0,0.697
0.765,0.44,0.6,0.0,0.5,1.0,0.79949985,0,1.0,0.877
0.626,0.33,0.8,0.0,0.5,0.0,0.6925214,0,0.8,0.331
0.545,0.37,0.9,0.44193544,0.25,1.0,0.63697335,0,1.0,0.233
0.744,0.31,0.9,0.48287312,0.25,1.0,0.29480744999999997,0,0.6,0.332
0.658,0.31,0.2,0.14626784,0.25,0.0,0.5182249,1,0.8,0.953
0.629,0.28,0.8,0.434404,0.25,1.0,0.5982385,0,0.2,0.756
0.719,0.42,0.4,0.0,0.25,0.0,0.1423293,1,1.0,0.57
0.686,0.36,0.5,0.0,0.5,1.0,0.7648957000000001,0,0.8,0.966
0.743,0.36,0.4,0.0,0.5,1.0,0.9545551,0,0.6,0.739
0.626,0.48,0.2,0.0,0.5,1.0,0.4789749,0,0.6,0.682
0.661,0.44,0.1,0.56454648,0.25,0.0,0.9487139,1,0.4,0.362
0.71,0.45,0.9,0.43292548,0.25,1.0,0.9428703999999999,0,1.0,0.965
0.654,0.4,0.6,0.0,0.25,0.0,0.9193644,1,0.8,0.72
0.569,0.34,0.6,0.57942136,0.25,0.0,0.9827766,0,0.8,0.697
0.64,0.63,0.2,0.27372979999999997,0.5,1.0,0.5625162,1,0.2,0.384
0.562,0.45,0.6,0.54742096,0.25,0.0,0.23432,0,0.8,0.942
0.721,0.55,0.3,0.17608356,0.25,0.0,0.32932199999999995,1,0.6,0.712
0.456,0.32,0.9,0.53224252,0.25,1.0,0.6258395999999999,0,0.4,0.655
0.811,0.39,0.7,0.0,0.5,1.0,0.88759695,0,0.6,0.363
0.534,0.24,0.1,0.0,0.25,1.0,0.8482666,0,0.8,0.867
0.423,0.36,0.5,0.39066244,0.25,0.0,0.59186275,1,0.4,0.936
0.594,0.28,0.5,0.74005208,0.25,0.0,0.0824056,0,0.4,0.817
0.725,0.32,0.0,0.0,0.5,1.0,0.69262595,0,0.4,0.823
0.716,0.52,0.7,0.26388644,0.5,0.0,0.07304,1,0.4,0.45
0.595,0.41,0.9,0.6018524399999999,0.5,1.0,0.40774190000000005,0,0.6,0.406
0.679,0.33,0.1,0.0,0.5,0.0,0.3480424,0,1.0,0.999
0.667,0.39,0.9,0.0,0.5,0.0,0.34436900000000004,0,1.0,0.535
0.661,0.37,0.5,0.5457007199999999,0.25,0.0,0.40551405,0,0.4,0.687
0.655,0.38,0.3,1.00359236,0.75,1.0,0.40527,1,0.2,0.336
0.555,0.55,0.4,0.58719524,0.25,1.0,0.37074885,0,0.4,0.537
0.531,0.7,0.1,0.0,0.5,0.0,0.49751595,0,0.4,0.982
0.611,0.4,0.7,0.51394764,0.5,0.0,0.05054735,0,1.0,0.559
0.6,0.38,0.9,0.0,0.5,1.0,0.29427925,0,1.0,0.7
0.531,0.37,0.1,0.5736291600000001,0.5,1.0,0.4220123,0,0.2,0.556
0.601,0.43,0.2,0.0,0.25,0.0,0.24856935000000002,1,0.6,0.732
0.548,0.57,0.6,0.30466259999999995,0.25,1.0,0.66768765,0,0.4,0.816
0.759,0.4,0.4,0.0,0.5,0.0,0.62307795,0,0.2,0.685
0.678,0.49,0.8,0.0,0.5,1.0,0.49045345,0,0.6,0.401
0.755,0.33,0.6,0.3622412,0.5,1.0,0.21303845000000002,0,0.8,0.578
0.594,0.61,0.3,0.24956488000000002,0.25,1.0,0.96217055,0,0.8,0.968
0.768,0.42,0.5,0.0,0.75,0.0,0.30343200000000004,0,0.2,0.265
0.492,0.31,0.7,0.0,0.5,1.0,0.24731720000000001,0,0.4,0.783
0.637,0.55,0.1,0.4935128,0.25,0.0,0.40715995000000005,1,0.6,0.525
0.646,0.42,0.3,0.39934588,0.25,1.0,0.1145478,0,0.6,0.324
0.593,0.74,0.5,0.64573744,0.5,1.0,0.32766085,0,1.0,0.264
0.596,0.41,0.5,0.0,0.5,1.0,0.7052692500000001,0,0.8,0.906
0.722,0.48,1.0,0.55324704,0.25,1.0,0.01736315,1,0.4,0.31
0.642,0.25,0.7,0.0,0.5,0.0,0.5104189,0,0.6,0.905
0.472,0.28,0.4,0.0,0.5,0.0,0.00900885,0,0.6,0.633
0.738,0.35,0.6,0.40697936,0.25,0.0,0.4259272,0,0.6,0.28
0.732,0.33,0.8,0.0,0.25,0.0,0.5994134999999999,0,0.4,0.741
0.404,0.54,0.4,0.50182428,0.25,0.0,0.4185783,1,0.6,0.353
0.701,0.44,0.7,0.0,0.5,0.0,0.1171289,0,0.6,0.482
0.683,0.31,0.2,0.0,0.5,1.0,0.3866339,0,0.4,0.791
0.46,0.27,0.7,0.0,0.5,0.0,0.7807504,1,0.6,0.299
0.69,0.29,0.5,0.0,0.5,0.0,0.54288985,0,0.6,0.242
0.618,0.54,0.4,0.47379684000000005,0.25,1.0,0.66786645,1,0.2,0.534
0.671,0.3,0.2,0.0,0.25,1.0,0.5102893000000001,0,0.6,0.743
0.765,0.32,0.9,0.7123822,0.25,0.0,0.2362378,0,0.6,0.656
0.651,0.25,0.2,0.43670056,0.5,0.0,0.57283235,0,0.2,0.652
0.704,0.32,0.7,0.51114068,1.0,0.0,0.9223235000000001,1,0.2,0.981
0.544,0.45,0.6,0.0,0.5,1.0,0.7570066499999999,0,0.4,0.686
0.79,0.4,0.9,0.0,0.5,1.0,0.3530355,0,0.8,0.581
0.71,0.34,0.9,0.53704144,0.5,0.0,0.73537335,0,1.0,0.257
0.743,0.37,0.8,0.27657564,0.5,1.0,0.5289009,0,0.6,0.785
0.702,0.34,0.4,0.40021908,0.25,0.0,0.54748225,0,0.6,0.907
0.704,0.45,0.6,0.0,0.25,1.0,0.68869725,0,1.0,0.701
0.614,0.38,0.2,0.46499552,0.25,0.0,0.5257046,0,0.6,0.762
0.609,0.43,0.6,0.34421408000000003,0.5,1.0,0.5663823,1,1.0,0.529
0.688,0.32,0.6,0.4926318,0.25,0.0,0.8626561500000001,0,0.6,0.499
0.713,0.44,0.1,0.25375564,0.25,0.0,0.321877,0,1.0,0.658
0.736,0.57,0.9,0.38118156,0.25,0.0,0.1421722,1,0.2,0.888
0.727,0.18,0.4,0.53420268,0.25,1.0,0.23470705000000003,0,0.8,0.864
0.85,0.38,0.1,0.42748724,0.5,0.0,0.14666505,0,0.6,0.527
0.718,0.45,0.3,0.42106528000000004,0.5,1.0,0.9686225500000001,0,1.0,0.372
0.643,0.51,0.2,0.42091812,0.25,0.0,0.17483875,1,0.4,0.848
0.653,0.41,0.8,0.41107368,0.25,0.0,0.27831925,0,0.8,0.285
0.674,0.18,0.7,0.0,0.5,1.0,0.2787656,1,1.0,0.603
0.69,0.35,0.6,0.4507598,0.25,0.0,0.88481155,0,0.6,0.828
0.819,0.38,0.9,0.48933704,0.5,1.0,0.9075372,0,0.2,0.586
0.634,0.34,0.1,0.0,0.5,0.0,0.30997785,0,1.0,0.522
0.633,0.33,0.4,0.55138964,0.5,0.0,0.49174565000000003,0,0.2,0.836
0.85,0.49,0.5,0.48994588,0.25,1.0,0.29874095,0,0.6,0.852
0.665,0.33,0.2,0.40514444,0.25,1.0,0.7992025500000001,0,1.0,0.77
0.63,0.26,0.7,0.0,0.5,1.0,0.0332832,0,0.4,0.776
0.836,0.57,0.4,0.40498824,0.25,0.0,0.18570810000000001,1,0.8,0.611
0.668,0.38,1.0,0.34791184,0.25,1.0,0.18547375,0,0.2,0.628
0.753,0.57,0.7,0.0,0.25,0.0,0.7973754,1,0.4,0.647
0.745,0.55,0.9,0.44049436,0.25,1.0,0.2577407,1,1.0,0.765
0.693,0.36,0.8,0.71244728,0.25,0.0,0.29359815,1,0.4,0.447
0.606,0.65,1.0,0.50522656,0.75,0.0,0.0393084,1,1.0,0.591
0.66,0.35,0.6,0.40307508000000003,0.25,0.0,0.09599805,0,0.4,0.659
0.608,0.42,0.5,0.0,0.5,0.0,0.89252145,0,0.8,0.403
0.744,0.44,0.3,0.0,0.5,1.0,0.9450807000000001,0,0.8,0.862
0.731,0.4,0.7,0.47596716,0.25,1.0,0.7802432,0,0.4,0.253
0.683,0.72,0.3,0.56398904,0.25,1.0,0.26438205000000004,0,0.6,0.58
0.727,0.28,0.5,0.0,0.5,1.0,0.0982654,0,0.6,0.351
0.561,0.32,0.6,0.66729836,0.25,0.0,0.6972599,0,1.0,0.296
0.7,0.34,0.2,0.30529076,0.25,0.0,0.64068145,0,0.2,0.479
0.605,0.35,0.6,0.0,0.5,1.0,0.22603285,0,0.6,0.241
0.767,0.77,0.8,0.5963348,0.25,1.0,0.95073415,0,1.0,0.383
0.511,0.33,0.7,0.0,0.5,1.0,0.79156935,0,0.8,0.413
0.667,0.4,0.9,0.0,0.25,1.0,0.483351,0,0.6,0.879
0.787,0.33,0.1,0.50635524,0.5,1.0,0.31081765,0,0.2,0.251
0.705,0.56,0.2,0.5729986800000001,0.25,0.0,0.44214205,1,0.6,0.613
0.773,0.43,0.8,0.32737964,0.5,1.0,0.1795423,0,1.0,0.368
0.554,0.4,0.4,0.0,0.25,1.0,0.8439002,0,1.0,0.544
0.526,0.58,0.9,0.7611955600000001,0.5,1.0,0.9563188,0,0.2,0.889
0.661,0.35,0.2,0.46884872,0.25,1.0,0.41526015,0,0.6,0.821
0.698,0.46,0.0,0.0,0.5,1.0,0.6298101,0,0.4,0.613
0.646,0.26,0.4,0.5593926800000001,0.25,0.0,0.82348135,0,0.4,0.915
0.757,0.34,0.9,0.40744544,0.5,0.0,0.9350598,0,1.0,0.903
0.699,0.35,0.2,0.66982264,0.5,1.0,0.27662244999999996,0,0.6,0.936
0.667,0.24,0.4,0.0,0.5,1.0,0.17167775000000002,0,1.0,0.56
0.774,0.43,0.1,0.46544028000000004,0.25,0.0,0.08502069999999999,0,1.0,0.239
0.745,0.4,0.3,0.35386728,0.25,0.0,0.5816571,0,0.8,0.645
0.649,0.42,0.7,0.0,0.5,1.0,0.11487004999999999,0,1.0,0.295
0.634,0.46,0.5,0.49456944,0.25,1.0,0.2486258,1,0.2,0.751
0.665,0.38,0.9,0.0,0.25,1.0,0.4370637,0,0.6,0.309
0.713,0.38,0.9,0.28914735999999996,0.5,1.0,0.13068445,0,0.2,0.57
0.652,0.4,0.1,0.0,0.5,0.0,0.6327748000000001,0,0.2,0.247
0.739,0.4,0.1,0.43872644,0.25,1.0,0.9666064999999999,0,1.0,0.523
0.556,0.37,0.9,0.58007456,0.5,0.0,0.45464010000000005,1,0.2,0.545
0.699,0.34,0.8,0.0,0.25,1.0,0.3825523,0,0.4,0.403
0.708,0.32,0.8,0.7499505200000001,0.25,1.0,0.6005775,0,0.6,0.681
0.48,0.35,0.2,0.66277164,0.25,1.0,0.9899228999999999,0,1.0,0.592
0.7,0.59,0.5,0.55059364,0.25,0.0,0.7148852499999999,1,0.4,0.839
0.525,0.47,0.6,0.47424,0.25,0.0,0.41261305,1,0.8,0.375
0.845,0.33,0.8,0.65754212,0.25,0.0,0.75332485,0,1.0,0.588
0.613,0.37,0.9,0.433146,0.25,1.0,0.5707672,0,1.0,0.656
0.85,0.34,0.2,0.0,0.5,1.0,0.8585333,0,0.8,0.589
0.798,0.58,0.9,0.0,0.5,0.0,0.5953577999999999,1,0.6,0.4
0.773,0.47,0.2,0.47231788,1.0,1.0,0.71503745,1,0.8,0.668
0.614,0.35,0.2,0.5091351199999999,0.25,1.0,0.15651175,0,0.2,0.668
0.473,0.48,0.8,0.0,0.5,0.0,0.355699,0,0.8,0.304
0.762,0.29,0.6,0.56555624,0.25,0.0,0.27061445,0,0.4,0.635
0.701,0.37,0.8,0.520366,0.25,1.0,0.60015645,0,0.2,0.902
0.6,0.35,0.4,0.57497908,0.5,0.0,0.52038255,0,0.8,0.797
0.85,0.28,0.9,0.38963211999999997,0.25,1.0,0.8792682,0,0.6,0.962
0.613,0.3,0.9,0.4477098,0.25,1.0,0.8789793499999999,0,0.2,0.515
0.509,0.31,0.3,0.0,0.5,0.0,0.07680455,0,1.0,0.299
0.509,0.38,0.2,0.0,0.25,0.0,0.8423006,0,0.4,0.45
0.609,0.34,0.1,0.0,0.25,1.0,0.9058895,0,0.8,0.226
0.456,0.33,0.1,0.7531427199999999,0.25,0.0,0.2918197,0,1.0,0.516
0.728,0.46,0.2,0.43882208,0.25,0.0,0.10138435,1,1.0,0.469
0.663,0.33,0.9,0.0,0.5,0.0,0.45757309999999995,0,1.0,0.868
0.673,0.34,0.1,0.5084911599999999,0.75,1.0,0.3835155,0,1.0,0.52
0.717,0.4,0.0,0.39296415999999995,0.25,0.0,0.5544357,0,0.6,0.817
0.741,0.37,0.8,0.6833603199999999,0.5,0.0,0.5492158,0,0.2,0.947
0.498,0.41,0.4,0.35016424,0.5,1.0,0.06288605,1,0.6,0.326
0.85,0.26,0.4,0.25044384,0.5,1.0,0.8968255,0,0.6,0.604
0.493,0.36,0.9,0.0,0.5,1.0,0.32908265,0,0.8,0.293
0.686,0.47,0.5,0.45331572,0.25,0.0,0.6208545,0,0.8,0.666
0.666,0.35,0.2,0.41932996,0.25,0.0,0.8750756,0,0.8,0.411
0.733,0.31,0.9,0.4091594,0.25,1.0,0.5772083,0,0.4,0.239
0.631,0.34,0.6,0.5009112800000001,0.5,1.0,0.64123515,0,0.4,0.305
0.714,0.49,0.5,0.5620435600000001,0.25,0.0,0.7095747,0,0.2,0.455
0.767,0.35,0.6,0.52901288,0.25,0.0,0.5778328500000001,1,0.8,0.704
0.711,0.43,0.2,0.15617316,0.5,1.0,0.87711845,0,0.4,0.258
0.722,0.34,0.8,0.0,0.5,1.0,0.6672374499999999,0,0.2,0.523
0.631,0.55,0.9,0.39874023999999997,0.25,0.0,0.5723749,0,0.2,0.932
0.701,0.38,0.3,0.5015419600000001,0.5,1.0,0.2602233,0,0.4,0.805
0.79,0.46,0.2,0.52546148,0.5,1.0,0.9014534,0,1.0,0.242
0.633,0.58,0.6,0.39323403999999995,0.25,1.0,0.66017065,0,0.6,0.808
0.644,0.37,0.8,0.0,0.5,0.0,0.1048444,0,0.6,0.91
0.757,0.44,0.5,0.56342464,0.5,0.0,0.7936755,0,1.0,0.293
0.696,0.3,0.8,0.0,0.5,1.0,0.9806722,0,0.6,0.89
0.746,0.35,0.2,0.68909604,0.25,0.0,0.11187485000000001,0,0.6,0.95
0.649,0.36,0.8,0.0,0.5,0.0,0.8083407499999999,0,0.6,0.354
0.565,0.38,0.0,0.48979103999999996,0.25,0.0,0.33669669999999996,0,0.8,0.652
0.72,0.38,1.0,0.0,0.5,1.0,0.2811486,1,0.4,0.966
0.648,0.56,0.6,0.63023836,0.5,0.0,0.70495615,1,0.8,0.32
0.632,0.41,0.3,0.5062028,0.25,0.0,0.8882226,1,0.6,0.324
0.622,0.3,0.2,0.6343392800000001,0.75,0.0,0.7117127499999999,1,0.4,0.981
0.835,0.28,0.2,0.6542784399999999,0.5,1.0,0.7727963999999999,0,1.0,0.56
0.493,0.31,0.3,0.0,0.25,1.0,0.8828514,1,0.8,0.808
0.785,0.33,0.6,0.5088458,0.25,0.0,0.9598091499999999,0,0.6,0.457
0.681,0.42,0.3,0.47279988,0.5,0.0,0.0472644,1,0.4,0.219
0.621,0.3,0.2,0.40405632,0.5,1.0,0.82628655,0,0.6,0.73
0.756,0.38,0.6,0.4768354,0.25,0.0,0.84881945,1,0.2,0.257
0.515,0.66,0.6,0.0,0.5,1.0,0.8033155499999999,0,0.4,0.282
0.625,0.58,1.0,0.21509092000000002,0.25,1.0,0.9603605000000001,1,1.0,0.428
0.717,0.39,0.6,0.0,0.5,0.0,0.46637805,0,0.6,0.988
0.595,0.41,0.2,0.55551524,0.25,1.0,0.5613483499999999,0,1.0,0.53
0.539,0.37,0.1,0.52369124,0.5,0.0,0.01093415,0,0.2,0.319
0.762,0.35,0.9,0.0,0.5,1.0,0.21537849999999997,0,0.2,0.749
0.706,0.2,0.8,0.0,0.5,1.0,0.06184055,0,0.8,0.354
0.677,0.25,0.8,0.52346476,0.25,0.0,0.21205105,0,1.0,0.236
0.733,0.33,0.7,0.74903176,0.25,1.0,0.95215405,0,0.4,0.356
0.684,0.41,0.7,0.0,0.25,1.0,0.6919718499999999,0,0.4,0.795
0.679,0.36,0.6,0.5909345600000001,0.25,1.0,0.8625069000000001,0,1.0,0.982
0.478,0.43,0.1,0.0,0.5,1.0,0.9895821499999999,0,1.0,0.303
0.696,0.33,0.2,0.65255708,0.25,1.0,0.0351768,0,0.2,0.514
0.686,0.35,0.4,0.0,0.5,1.0,0.7983827499999999,0,0.4,0.624
0.466,0.36,0.5,0.4781606,0.25,1.0,0.40301995,0,0.2,0.513
0.686,0.41,0.4,0.51821504,0.5,0.0,0.9379989999999999,0,0.8,0.223
0.576,0.55,0.9,0.0,0.5,1.0,0.47225485,0,1.0,0.61
0.763,0.61,0.1,0.26440756,0.25,1.0,0.7199063499999999,0,0.4,0.366
0.572,0.43,0.2,0.56172792,0.25,0.0,0.13225285,1,0.8,0.474
0.757,0.49,0.2,0.0,0.5,0.0,0.8224146000000001,0,0.2,0.265
0.582,0.29,0.0,0.0,0.25,1.0,0.42006404999999997,0,0.4,0.572
0.623,0.35,0.5,0.0,0.5,0.0,0.5059604,0,0.4,0.311
0.617,0.37,0.4,0.46588571999999995,0.5,0.0,0.8766237,1,0.6,0.984
0.425,0.39,0.4,0.0,0.5,0.0,0.9861316,0,0.4,0.261
0.659,0.56,0.9,0.49514096,0.25,0.0,0.49752015,1,0.8,0.928
0.605,0.33,0.4,0.0,0.5,1.0,0.4185033,0,0.6,0.55
0.538,0.38,0.8,0.3550358,0.5,0.0,0.14113075,1,0.2,0.911
0.665,0.25,0.5,0.6144473199999999,0.5,0.0,0.17660825,0,0.2,0.862
0.491,0.57,0.4,0.44817888,0.25,1.0,0.20614865000000002,1,0.4,0.562
0.726,0.27,0.7,0.49530428000000004,0.25,1.0,0.3948529,0,0.4,0.535
0.58,0.65,0.9,0.42721704,0.75,0.0,0.53945345,1,0.6,0.95
0.55,0.48,0.6,0.0,0.5,1.0,0.9593514,0,0.4,0.73
0.542,0.59,0.2,0.27557108,0.5,0.0,0.0395253,1,1.0,0.442
0.732,0.43,0.6,0.0,0.5,0.0,0.32865764999999997,0,0.6,0.767
0.473,0.33,0.5,0.50330972,0.25,1.0,0.7284936500000001,0,1.0,0.299
0.745,0.34,0.9,0.0,0.5,0.0,0.25023125,0,0.6,0.848
0.732,0.36,0.7,0.0,0.5,1.0,0.3041512,0,0.2,0.875
0.848,0.4,0.5,0.59398256,0.25,0.0,0.7942699000000001,0,0.6,0.616
0.572,0.37,0.1,0.53217464,0.25,0.0,0.55621545,0,0.8,0.444
0.702,0.45,0.9,0.29995832,0.25,1.0,0.85507345,0,0.6,0.811
0.664,0.39,0.7,0.24105292,0.25,0.0,0.8541766000000001,0,1.0,0.466
0.63,0.5,0.3,0.51748364,1.0,1.0,0.23887669999999997,1,0.2,0.712
0.618,0.44,0.5,0.63182332,0.5,0.0,0.69648855,0,1.0,0.668
0.556,0.26,0.4,0.0,0.25,0.0,0.9758369,0,0.8,0.727
0.619,0.3,0.7,0.28291668,0.25,1.0,0.80474435,0,0.2,0.962
0.644,0.48,0.8,0.0,0.5,1.0,0.2248277,1,0.8,0.93
0.658,0.5,0.2,0.0,0.5,0.0,0.26068865,0,0.2,0.893
0.598,0.27,0.8,0.36288608,0.5,0.0,0.5464808999999999,0,0.2,0.698
0.677,0.27,0.2,0.0,0.5,1.0,0.10046445,0,0.6,0.737
0.689,0.45,0.0,0.23113688000000002,0.25,0.0,0.98902,1,0.6,0.709
0.591,0.33,0.9,0.52706288,0.25,0.0,0.5939103,0,1.0,0.597
0.699,0.4,0.7,0.0,0.25,1.0,0.76438065,1,0.6,0.497
0.749,0.47,0.9,0.44009096000000003,0.25,1.0,0.67827645,1,0.6,0.634
0.709,0.4,0.9,0.52627852,0.25,1.0,0.5198529000000001,0,0.2,0.295
0.607,0.61,0.2,0.658094,0.5,1.0,0.1789338,0,0.2,0.702
0.65,0.25,0.2,0.4573238,0.25,1.0,0.12662535,0,0.2,0.876
0.651,0.45,1.0,0.5436926400000001,0.25,0.0,0.0936642,0,0.6,0.5
0.676,0.61,0.8,0.0,0.5,1.0,0.59261365,0,1.0,0.762
0.723,0.49,0.4,0.0,0.5,1.0,0.44986125,0,0.2,0.886
0.714,0.45,0.0,0.49877392,0.25,1.0,0.93597075,0,0.4,0.952
0.759,0.35,0.7,0.59174568,0.25,1.0,0.5339285,0,0.8,0.312
0.582,0.29,0.0,0.0,0.25,0.0,0.71258175,0,0.4,0.352
0.697,0.34,0.2,0.50623568,0.25,0.0,0.36667215,0,1.0,0.809
0.61,0.57,0.6,0.42775244,0.5,1.0,0.93306235,0,0.8,0.913
0.488,0.33,0.4,0.5600094,0.25,0.0,0.61806905,0,0.2,0.935
0.599,0.46,0.9,0.49377888000000003,0.25,1.0,0.15684040000000002,1,0.6,0.726
0.781,0.32,0.6,0.58843164,0.25,1.0,0.20033474999999998,0,0.2,0.74
0.645,0.19,0.9,0.51405936,0.25,0.0,0.87984595,0,1.0,0.796
0.545,0.55,0.5,0.0,0.25,0.0,0.05017385,1,1.0,0.524
0.597,0.4,0.9,0.42702404,0.5,0.0,0.7558397,0,0.6,0.701
0.561,0.28,0.3,0.0,0.5,0.0,0.9569388000000001,0,0.2,0.276
0.662,0.37,0.6,0.0,0.5,0.0,0.25614585,0,1.0,0.526
0.649,0.5,0.5,0.62157328,0.25,1.0,0.4367571,1,1.0,0.312
0.63,0.36,0.2,0.44165792,0.25,1.0,0.24492475,0,0.6,0.882
0.672,0.33,0.2,0.0,0.5,1.0,0.91369,0,0.8,0.609
0.636,0.37,0.9,0.62839408,0.25,1.0,0.7676763499999999,0,0.6,0.638
0.593,0.38,0.5,0.34250640000000004,0.25,1.0,0.6253982499999999,0,0.4,0.891
0.545,0.45,0.6,0.37518567999999997,0.5,1.0,0.8116063,0,0.6,0.577
0.567,0.41,0.1,0.0,0.5,0.0,0.017073599999999998,0,1.0,0.684
0.583,0.51,0.6,0.50107212,0.5,0.0,0.82541125,0,0.8,0.837
0.681,0.29,0.2,0.59257536,0.25,1.0,0.26010695,0,1.0,0.394
0.762,0.29,1.0,0.46218132,0.5,0.0,0.74128215,0,0.6,0.931
0.648,0.35,0.7,0.0,0.5,0.0,0.6144950499999999,0,0.4,0.878
0.644,0.3,0.5,0.17971552,0.25,1.0,0.0538573,0,0.8,0.528
0.706,0.29,0.2,0.0,0.5,1.0,0.09127754999999999,0,0.2,0.868
0.85,0.35,0.3,0.6497694,0.25,0.0,0.9178339,0,0.6,0.801
0.484,0.39,0.5,0.0,0.5,1.0,0.8761206,0,0.4,0.74
0.508,0.28,0.0,0.38485528,0.5,0.0,0.7395678,0,0.4,0.371
0.439,0.29,0.6,0.6262777199999999,0.25,0.0,0.9029933,0,0.4,0.939
0.484,0.36,0.8,0.0,0.5,0.0,0.9306824,0,0.2,0.512
0.803,0.37,0.1,0.0,0.5,0.0,0.037276,0,0.8,0.663
0.724,0.48,0.6,0.441853,0.5,1.0,0.40276055,1,0.2,0.356
0.64,0.33,0.7,0.61830304,0.25,0.0,0.1286114,1,1.0,0.762
0.701,0.35,0.9,0.0,0.5,0.0,0.8549842999999999,0,0.6,0.303
0.537,0.37,0.3,0.0,0.5,1.0,0.1030166,0,0.4,0.847
0.651,0.26,0.5,0.58814928,0.25,0.0,0.7088163000000001,0,1.0,0.637
0.523,0.41,0.0,0.47710524,0.25,0.0,0.6114219000000001,1,0.6,0.844
0.717,0.25,0.7,0.43465940000000003,0.5,0.0,0.95005925,0,0.6,0.433
0.593,0.44,0.5,0.0,0.25,0.0,0.6402348999999999,0,0.4,0.569
0.706,0.38,0.5,0.65213928,0.5,1.0,0.67831085,0,0.6,0.826
0.714,0.49,0.4,0.37223735999999996,0.25,0.0,0.037857550000000004,1,0.8,0.381
0.794,0.38,0.9,0.71832524,0.25,0.0,0.11798120000000001,0,0.8,0.814
0.518,0.46,0.4,0.45450371999999994,0.25,0.0,0.46363709999999997,1,0.4,0.734
0.589,0.55,0.7,0.47984592,0.25,0.0,0.32578415,1,1.0,0.248
0.824,0.45,0.3,0.51683792,0.25,0.0,0.30075884999999997,0,0.4,0.907
0.719,0.42,0.5,0.54890816,0.75,0.0,0.7454869000000001,1,1.0,0.512
0.617,0.58,0.3,0.476099,0.5,0.0,0.1759962,1,0.4,0.452
0.651,0.35,0.7,0.298494,0.75,0.0,0.64725645,1,0.4,0.515
0.637,0.45,0.2,0.6317178,0.25,1.0,0.7256724499999999,1,0.8,0.546
0.554,0.26,0.7,0.37042744,0.5,0.0,0.96354845,0,0.6,0.675
0.731,0.35,0.2,0.5114517199999999,0.5,0.0,0.6954185,0,0.2,0.561
0.569,0.42,0.1,0.0,0.25,1.0,0.418148,1,0.4,0.748
0.625,0.37,0.4,0.57084724,0.25,0.0,0.17812705,0,0.4,0.251
0.592,0.38,0.4,0.0,0.5,0.0,0.17669479999999999,0,0.8,0.305
0.669,0.43,0.1,0.6526394,0.25,1.0,0.078014,0,1.0,0.952
0.663,0.32,0.3,0.43434744000000003,0.25,1.0,0.91177605,0,1.0,0.723
0.518,0.41,0.5,0.44249996,0.25,0.0,0.44663835,0,0.8,0.911
0.686,0.43,0.5,0.61938496,0.5,1.0,0.759518,0,1.0,0.546
0.709,0.45,0.4,0.49167084,0.25,1.0,5.79e-05,1,1.0,0.254
0.571,0.33,0.9,0.0,0.5,1.0,0.3875981,0,0.4,0.702
0.707,0.31,0.2,0.33115172,0.5,0.0,0.45711845,0,1.0,0.585
0.701,0.32,0.5,0.41000136,0.25,0.0,0.53143885,0,1.0,0.763
0.672,0.34,0.9,0.0,0.5,0.0,0.80900385,0,0.6,0.239
0.62,0.39,0.9,0.63797116,0.25,0.0,0.4029117,1,0.2,0.637
0.557,0.48,1.0,0.0,0.5,1.0,0.9254724000000001,0,1.0,0.933
0.648,0.54,0.7,0.47296408,0.25,0.0,0.86293445,1,0.6,0.884
0.479,0.35,0.2,0.4523616,0.25,0.0,0.97824895,0,0.8,0.889
0.73,0.22,0.9,0.26305428000000003,0.25,1.0,0.7289600500000001,0,1.0,0.447
0.737,0.43,0.1,0.50214952,0.25,0.0,0.69255005,1,0.4,0.316
0.616,0.31,0.3,0.37705564,0.5,0.0,0.8444753,0,1.0,0.499
0.639,0.29,0.4,0.53373828,0.5,0.0,0.4899172,0,0.6,0.293
0.815,0.39,0.6,0.0,0.25,1.0,0.42583940000000003,0,0.8,0.818
0.786,0.31,0.9,0.0,0.5,1.0,0.0910518,0,0.2,0.4
0.549,0.5,0.9,0.37899504,0.5,1.0,0.0680409,0,0.2,0.291
0.622,0.38,0.4,0.39456296,0.25,1.0,0.55228995,0,0.6,0.304
0.624,0.26,0.9,0.2987276,0.5,0.0,0.15615674999999998,0,0.8,0.316
0.841,0.34,0.4,0.0,0.5,0.0,0.7079133,0,0.6,0.572
0.614,0.41,0.7,0.7196634000000001,0.25,0.0,0.07333175,1,0.6,0.451
0.676,0.3,0.1,0.51282892,0.25,1.0,0.27700084999999997,0,0.4,0.523
0.697,0.42,0.9,0.53095704,0.5,0.0,0.87333825,0,0.2,0.222
0.732,0.4,1.0,0.0,0.5,0.0,0.7709453999999999,0,1.0,0.938
0.623,0.27,0.4,0.48203924,0.25,0.0,0.7108522,0,0.4,0.408
